sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,Intervals,feedback.rt,Audiogram_frequency,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
8,0,8,0,0,0,0,0,,,,,0.3333333333333333,330.35830480000004,None,1.539424058715421,frequency,4595.0,0.7261616910357234,0.00013576876806819556,0,60,['frequency'],0.024672310100868344,None,None,331.39922630006913,None,0.21485291002318263,1.7542769687386037,331.6032145000063,None,325.15982130006887,None,,,"{'estimation': [[125.0, 7.5248145070971635], [133.9716828170366, 7.778560474417397], [142.17583535245322, 8.0], [143.5872943746293, 8.037353347183965], [153.89305166811442, 8.259418294400454], [164.93848884661162, 8.411214839341408], [176.77669529663666, 8.48458571613553], [189.46457081379947, 8.485405511860503], [203.0630990890585, 8.434860574215962], [217.6376408240306, 8.364437527789697], [233.25824788420132, 8.307231137841551], [249.99999999999937, 8.288839778450969], [267.94336563407256, 8.31980567987427], [287.1745887492579, 8.392446733508592], [307.78610333622805, 8.484038824576604], [329.876977693222, 8.563806819858659], [353.55339059327247, 8.600892870411485], [378.929141627598, 8.572385693586007], [406.12619817811606, 8.469229392941568], [435.2752816480601, 8.296886533758698], [466.5164957684015, 8.070787776678879], [475.6331931828492, 8.0], [499.9999999999975, 7.823598387091238], [535.8867312681438, 7.60113101155574], [574.3491774985143, 7.430702623719826], [615.5722066724546, 7.33990086270534], [659.7539553864432, 7.353428897029481], [707.1067811865431, 7.487232181863788], [757.8582832551941, 7.748874255440585], [792.5071397232476, 8.0], [812.2523963562301, 8.147591880815721], [870.550563296117, 8.646188466587219], [908.8096295069327, 9.0], [933.0329915368008, 9.23244027714464], [999.9999999999914, 9.842667072238816], [1018.7023870514823, 10.0], [1071.773462536285, 10.43918806656685], [1148.6983549970273, 10.936274956875716], [1162.7829122712117, 10.999999999999998], [1231.1444133449063, 11.291180274579661], [1319.5079107728832, 11.433739104492561], [1414.2135623730828, 11.34161757059052], [1515.7165665103846, 11.003968744615953], [1516.434951979649, 11.0], [1624.5047927124563, 10.46738811790149], [1701.1127504981573, 10.0], [1741.1011265922298, 9.766684791472825], [1865.1396386979081, 9.0], [1866.065983073597, 8.994292364487011], [1999.9999999999777, 8.22186589784444], [2044.4455352178015, 8.0], [2143.5469250725646, 7.5081957519004074], [2275.9918313714675, 7.0], [2297.3967099940432, 6.915857172202097], [2462.2888266898062, 6.476258491799867], [2639.015821545763, 6.18969610484891], [2828.427124746159, 6.037976402786642], [3031.4331330207615, 6.000424699625057], [3249.0095854249043, 6.046973153165694], [3482.2022531844555, 6.144626789601776], [3732.1319661471844, 6.2643936320505595], [3999.9999999999504, 6.384285251049651], [4287.093850145118, 6.489200096688311], [4594.793419988081, 6.569932753825491], [4924.577653379601, 6.622576977012698], [5278.031643091513, 6.648306488892598], [5656.854249492303, 6.6529678523559035], [6062.866266041508, 6.64603933191068], [6498.019170849792, 6.6389176330730315], [6964.404506368902, 6.642845375962412], [7464.2639322943505, 6.666937672298541], [7999.999999999882, 6.716728634714244]], 'plus_line': [[125.0, 5.447153397125374], [133.9716828170366, 5.802722583770036], [139.79016461477406, 6.0], [143.5872943746293, 6.1070609800680895], [153.89305166811442, 6.30533429265283], [164.93848884661162, 6.430577319760446], [176.77669529663666, 6.490741733310895], [189.46457081379947, 6.501155165321304], [203.0630990890585, 6.484906173386587], [217.6376408240306, 6.465860387731855], [233.25824788420132, 6.460139556691612], [249.99999999999937, 6.472113424550669], [267.94336563407256, 6.49774248859608], [287.1745887492579, 6.531326822582286], [307.78610333622805, 6.5678996711771855], [329.87697769322244, 6.600080066726922], [353.55339059327247, 6.615362637882782], [378.929141627598, 6.597620666254008], [406.12619817811606, 6.531896372193691], [435.2752816480601, 6.410162626659346], [466.5164957684015, 6.235218998163779], [499.9999999999975, 6.020718788491124], [503.19353916741574, 6.0], [535.8867312681438, 5.764029212030528], [574.3491774985143, 5.5720128410181875], [615.5722066724546, 5.475429936189855], [659.7539553864432, 5.488686261079181], [707.1067811865431, 5.613201325542377], [757.8582832551941, 5.848236963392125], [782.0216685677307, 6.0], [812.2523963562301, 6.164887853977033], [870.5505632961181, 6.536495017639889], [929.4662179396346, 7.0], [933.0329915368008, 7.026825826787557], [999.9999999999926, 7.538203389034541], [1056.4529675193885, 8.0], [1071.773462536285, 8.116272001647989], [1148.698354997026, 8.632018711995022], [1214.2767827290934, 9.0], [1231.1444133449063, 9.082199096866837], [1319.5079107728832, 9.327783677646487], [1414.2135623730828, 9.351830423684635], [1515.7165665103846, 9.12990959093213], [1544.0412523694545, 9.0], [1624.5047927124563, 8.622875295817316], [1735.0213815643656, 8.0], [1741.1011265922318, 7.963085948039129], [1866.065983073597, 7.152873964990441], [1890.5056624406689, 7.0], [1999.9999999999802, 6.299646938029486], [2055.1682706178312, 6.0], [2143.5469250725646, 5.495563033816898], [2259.9156697589583, 5.0], [2297.396709994046, 4.825111824715564], [2462.2888266898062, 4.307768173691231], [2631.409564847608, 4.0], [2639.01582154576, 3.9840823756212362], [2828.427124746159, 3.7940259478608875], [3031.4331330207615, 3.754204426494789], [3249.0095854249043, 3.813917672623437], [3482.202253184451, 3.934999800653421], [3587.773041505616, 4.0], [3732.1319661471844, 4.072539374223379], [3999.9999999999504, 4.2000932476763815], [4287.093850145118, 4.315470893359933], [4594.793419988081, 4.411038876884131], [4924.577653379601, 4.482593672508614], [5278.031643091506, 4.530141458927302], [5656.854249492303, 4.558464928125453], [6062.866266041501, 4.575348076407134], [6498.019170849792, 4.587002654849181], [6964.404506368902, 4.592914555342385], [7464.2639322943505, 4.584460608256077], [7999.999999999872, 4.5508153920448295]], 'minus_line': [[125.0, 9.668939700012448], [133.9716828170366, 9.825317349634812], [141.71683315029836, 10.0], [143.5872943746293, 10.048545152387355], [153.89305166811442, 10.302228779269477], [164.93848884661162, 10.48271594503827], [176.77669529663666, 10.567573469340322], [189.46457081379947, 10.554968040652206], [203.0630990890585, 10.464001117375803], [217.6376408240306, 10.332200780017189], [233.25824788420132, 10.210741541959457], [249.99999999999937, 10.154979790076194], [267.94336563407256, 10.198500979219467], [287.1745887492579, 10.326412911941691], [307.78610333622805, 10.486736831497947], [329.87697769322284, 10.621800782180863], [353.55339059327247, 10.68462511445873], [378.929141627598, 10.646599224620559], [406.12619817811606, 10.502364129781064], [435.2752816480601, 10.264840373212369], [462.0455559730994, 10.000000000000002], [466.5164957684015, 9.964004782017401], [499.9999999999975, 9.711130413104119], [535.8867312681438, 9.489988059348612], [574.3491774985143, 9.319071331650493], [615.5722066724546, 9.225021443102602], [659.7539553864432, 9.243412276087902], [707.1067811865431, 9.405335980716341], [757.8582832551941, 9.719172477918907], [790.0705012198623, 10.0], [812.2523963562301, 10.22226825597634], [870.5505632961181, 10.851778110661167], [883.8965858800851, 11.0], [933.0329915368008, 11.587569987387363], [972.4826921345964, 12.0], [999.9999999999926, 12.308695936302058], [1071.773462536285, 12.928275793798495], [1083.1997350299284, 13.0], [1148.698354997026, 13.428488573936502], [1231.1444133449063, 13.687106130309767], [1319.5079107728832, 13.704043262999978], [1414.2135623730828, 13.481374220012405], [1515.2047860389537, 13.0], [1515.7165665103846, 12.997972620855473], [1624.5047927124563, 12.403716878237272], [1684.394713900028, 12.0], [1741.1011265922318, 11.66237515644832], [1845.589526953499, 11.0], [1866.065983073597, 10.878759267823963], [1999.9999999999802, 10.15896530218704], [2033.5577548327046, 10.0], [2143.5469250725646, 9.53016304878305], [2296.153108701594, 8.999999999999998], [2297.396709994049, 8.99592251434391], [2462.2888266898062, 8.649002951613783], [2639.01582154576, 8.420087928250341], [2828.427124746159, 8.298241904235976], [3031.4331330207656, 8.270334126994303], [3249.0095854249043, 8.31489813344871], [3482.2022531844555, 8.40561842670483], [3732.1319661471844, 8.51619653092229], [3999.9999999999504, 8.624306243105234], [4287.093850145118, 8.713714994541784], [4594.793419988081, 8.774849018515598], [4924.577653379601, 8.804490660545612], [5278.0316430915, 8.804968957233257], [5656.854249492303, 8.783298159504662], [6062.866266041508, 8.751077403549175], [6498.0191708498005, 8.725490979516104], [6964.4045063688845, 8.729967962403801], [7464.2639322943505, 8.791108168632139], [7999.999999999882, 8.930119442592092]]}",bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,1,0,1,0,,,,,,,,1.7264051433118959,frequency,3647.0,9.523341738699182,0.00023271894964690547,0,61,['frequency'],0.017987909959629178,None,None,333.1770862999838,333.1770862999838,0.22088170994538814,1.947286853257284,333.38815460004844,333.1770862999838,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,2,0,2,0,,,,,,,,2.2684921967820797,frequency,2895.0,4.019695470496471,9.745222145884601e-05,0,62,['frequency'],0.018249509972520173,None,None,335.1441713999957,335.1441713999957,0.22788031003437936,2.496372506816459,335.35852420004085,335.1441713999957,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,3,0,3,0,,,,,,,,1.6527470200924355,frequency,2298.0,10.653056157358778,0.0002775691945408362,0,63,['frequency'],0.013858210062608123,None,None,337.6527304999763,337.6527304999763,0.21718891011551023,1.8699359302079457,337.8751022000797,337.6527304999763,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,4,0,4,0,,,,,,,,2.52329610629437,frequency,1824.0,10.44070496167549,0.00022245031951387205,0,64,['frequency'],0.011266310117207468,None,None,339.5587422000244,339.5587422000244,0.20938811008818448,2.7326842163825544,339.7750838000793,339.5587422000244,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,5,0,5,0,,,,,,,,2.7911669916041797,frequency,1448.0,9.361946171957193,0.00014572107330988444,0,65,['frequency'],0.01680380990728736,None,None,342.3354372000322,342.3354372000322,0.2238334099529311,3.015000401557111,342.5572776000481,342.3354372000322,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,6,0,6,0,,,,,,,,2.130763818170196,frequency,1149.0,11.0,0.00017841679549655338,0,66,['frequency'],0.01187181007117033,None,None,345.3805844000308,345.3805844000308,0.21736601006705314,2.348129828237249,345.60614050005097,345.3805844000308,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,7,0,7,0,,,,,,,,2.7164913643007225,frequency,912.0,6.477280326565312,8.758885598174583e-05,0,67,['frequency'],0.011230110074393451,None,None,347.7665879999986,347.7665879999986,0.20969861012417823,2.9261899744249007,347.98019929998554,347.7665879999986,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,8,0,8,0,,,,,,,,2.5085136104357177,frequency,724.0,2.4466311712859827,5.68861855529806e-05,0,68,['frequency'],0.014443809981457889,None,None,350.7294325999683,350.7294325999683,0.2244137100642547,2.7329273204999724,350.9542979999678,350.7294325999683,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,9,0,9,0,,,,,,,,2.854088127823326,frequency,575.0,0.6668963721682241,6.451251686931634e-05,0,69,['frequency'],0.01082411000970751,None,None,353.49125079996884,353.49125079996884,0.21217360999435186,3.066261737817678,353.7076970000053,353.49125079996884,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,10,0,10,0,,,,,,,,2.416884378401123,frequency,456.0,2.6564664795724333,0.00010005741889224078,0,70,['frequency'],0.018162410124205053,None,None,356.5968660999788,356.5968660999788,0.23151011008303612,2.648394488484159,356.81489390006755,356.5968660999788,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,11,0,11,0,,,,,,,,2.639717949441199,frequency,,,,1,70,['frequency'],0.014785509905777872,None,None,359.25453300005756,359.25453300005756,0.21450900996569544,2.8542269594068945,359.47324520000257,359.25453300005756,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,12,0,12,0,,,,,,,,2.361969779930818,frequency,287.0,7.934660833600189,0.0003198214035782422,0,71,['frequency'],0.01628261001314968,None,None,362.1399223000044,362.1399223000044,0.21563841006718576,2.5776081899980037,362.3604845000664,362.1399223000044,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,13,0,13,0,,,,,,,,1.9169786669296218,frequency,228.0,7.648666697426096,0.0005079963164468538,0,72,['frequency'],0.018085210002027452,None,None,364.7590096000349,364.7590096000349,0.2312172099482268,2.148195876877849,364.9758281999966,364.7590096000349,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
8,0,8,0,14,0,14,0,,,,,,,,2.794559526872698,frequency,181.0,4.87953368463547,0.000586886704534927,0,73,['frequency'],0.013626510044559836,None,None,366.9171332999831,366.9171332999831,0.21555731003172696,3.010116836904425,367.14387420006096,366.9171332999831,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,0,0,0,0,,,,,,376.50065210007597,None,1.8952712421896671,time,2071.0,1.9561014252188955,9.567906048322413e-05,0,37,['frequency'],0.02469661005306989,None,None,377.51316980004776,None,0.2245381100801751,2.1198093522698422,377.7172038999852,None,369.95629840006586,None,"[0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334]",,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,1,0,1,0,,,,,,,,1.8952712421896671,time,4925.0,1.0,0.0001655937853633201,0,38,['frequency'],0.013203310081735253,None,None,379.6445037999656,379.6445037999656,0.21335140999872237,2.1086226521883895,379.8577517999802,379.6445037999656,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,2,0,2,0,,,,,,,,1.8952712421896671,time,1305.0,6.363418225925683,0.0001105663944426213,0,39,['frequency'],0.016219309996813536,None,None,381.7884092000313,381.7884092000313,0.2221842099679634,2.1174554521576305,382.0005552000366,381.7884092000313,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,3,0,3,0,,,,,,,,1.8952712421896671,time,822.0,1.0677948953936633,4.4094086453067614e-05,0,40,['frequency'],0.017717710114084184,None,None,383.9249921999872,383.9249921999872,0.2268479100894183,2.1221191522790854,384.1431817000266,383.9249921999872,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,4,0,4,0,,,,,,,,1.8952712421896671,time,1644.0,5.51165345176699,0.00011078895980168902,0,41,['frequency'],0.0160615099593997,None,None,386.06394370005,386.06394370005,0.22357820998877287,2.11884945217844,386.2842212000396,386.06394370005,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,5,0,5,0,,,,,,,,1.8952712421896671,time,2609.0,-0.7710633119671928,7.240076571879329e-05,0,42,['frequency'],0.017101510078646243,None,None,388.2111109000398,388.2111109000398,0.2269508100580424,2.1222220522477095,388.4366509000538,388.2111109000398,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,6,0,6,0,,,,,,,,1.8952712421896671,time,,,,1,42,['frequency'],0.01356361003126949,0.20479890995193273,None,390.35601220000535,390.35601220000535,0.20479890995193273,2.1000701521416,390.57498450006824,390.35601220000535,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,7,0,7,0,,,,,,,,1.8952712421896671,time,1036.0,2.5244951211279654,6.0924434193390126e-05,0,43,['frequency'],0.018949910067021847,None,None,392.49879109999165,392.49879109999165,0.22971040999982506,2.124981652189492,392.71311200002674,392.49879109999165,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,8,0,8,0,,,,,,,,1.8952712421896671,time,5528.0,1.0,0.00014953741009252546,0,44,['frequency'],0.017418010043911636,None,None,394.6351974999998,394.6351974999998,0.222221210016869,2.117492452206536,394.8539498000173,394.6351974999998,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
9,0,9,0,9,0,9,0,,,,,,,,1.8952712421896671,time,923.0,2.1988749472839433,5.3924244584081545e-05,0,45,['frequency'],0.016056610038504004,None,None,396.7748273999896,396.7748273999896,0.217949110083282,2.113220352272949,396.99680329998955,396.7748273999896,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,0,0,0,0,,,,,0.16666666666666666,423.34380679996684,None,1.4693640253849123,both,574.0,13.383686712907766,0.00027965076957546655,0,59,['frequency'],0.02484441001433879,None,None,424.37849170004483,None,0.2331763100810349,1.7025403354659472,424.59076240006834,None,398.9269632999785,None,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,1,0,1,0,,,,,,,,1.4693640253849123,both,511.0,0.823323452422406,7.666156884801603e-05,0,60,['frequency'],0.012572609935887158,0.20199880993459374,None,426.0945999000687,426.0945999000687,0.20199880993459374,1.671362835319506,426.2941928000655,426.0945999000687,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,2,0,2,0,,,,,,,,1.4693640253849123,both,455.0,9.344035084280828,0.0002162363737707211,0,61,['frequency'],0.013712610001675785,None,None,427.7948987999698,427.7948987999698,0.20854201004840434,1.6779060354333166,428.01463160000276,427.7948987999698,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,3,0,3,0,,,,,,,,1.4693640253849123,both,405.0,12.68945846532674,0.0003288449215395306,0,62,['frequency'],0.012986409943550825,None,None,429.51720210001804,429.51720210001804,0.21406570996623486,1.6834297353511471,429.735054400051,429.51720210001804,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,4,0,4,0,,,,,,,,1.4693640253849123,both,361.0,10.48529339586503,0.0002898539217975143,0,63,['frequency'],0.014170009992085397,None,None,431.2337393000489,431.2337393000489,0.20933201001025736,1.6786960353951697,431.4518708999967,431.2337393000489,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,5,0,5,0,,,,,,,,1.4693640253849123,both,322.0,18.70730714186122,0.0008341767755332639,0,64,['frequency'],0.009514710051007569,None,None,432.95803780003916,432.95803780003916,0.21318200998939574,1.682546035374308,433.1783634000458,432.95803780003916,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,6,0,6,0,,,,,,,,1.4693640253849123,both,287.0,20.0,0.0012828458784649333,0,65,['frequency'],0.012506110011599958,None,None,434.674308000016,434.674308000016,0.21416241000406444,1.6835264353889767,434.88983810006175,434.674308000016,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,7,0,7,0,,,,,,,,1.4693640253849123,both,,,,1,65,['frequency'],0.016935209976509213,None,None,436.39679160004016,436.39679160004016,0.2228743099840358,1.692238335368948,436.61723960004747,436.39679160004016,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,8,0,8,0,,,,,,,,1.4693640253849123,both,228.0,14.17013320770037,0.0010763013590921631,0,66,['frequency'],0.018473210046067834,None,None,438.1179683000082,438.1179683000082,0.23449991003144532,1.7038639354163576,438.33718879998196,438.1179683000082,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,9,0,9,0,,,,,,,,1.4693640253849123,both,203.0,7.22841641101191,0.0005965768128196658,0,67,['frequency'],0.010084410081617534,None,None,439.8313523000106,439.8313523000106,0.20951831003185362,1.678882335416766,440.0514503000304,439.8313523000106,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,10,0,10,0,,,,,,,,1.4693640253849123,both,181.0,16.082026921572744,0.002131468569079001,0,68,['frequency'],0.016782109974883497,None,None,441.55737250007223,441.55737250007223,0.22955570998601615,1.6989197353709284,441.7794019000139,441.55737250007223,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,11,0,11,0,,,,,,,,1.4693640253849123,both,161.0,9.32773705622893,0.0011925935460690537,0,69,['frequency'],0.015021010069176555,None,None,443.27491520007607,443.27491520007607,0.21588411007542163,1.685248135460334,443.4954364000587,443.27491520007607,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,12,0,12,0,,,,,,,,1.4693640253849123,both,143.0,4.130311397884959,0.00090492859921983,0,70,['frequency'],0.01237551006488502,None,None,444.9946619999828,444.9946619999828,0.22166341007687151,1.6910274354617838,445.22040630003903,444.9946619999828,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
10,0,10,0,13,0,13,0,,,,,,,,1.4693640253849123,both,127.0,16.70788847862524,0.004825371068844153,0,71,['frequency'],0.012774509959854186,None,None,446.71353890001774,446.71353890001774,0.20722501003183424,1.6765890354167465,446.9329704999691,446.71353890001774,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.4452411000384,None,"[0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]",,,,,,,,,,,
