practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blank_txt.started,blank_txt.stopped,practice_frequency,practice_level,psychopy_volume,tProbe.started,tProbe.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_early.keys,tToo_early.corr,tToo_early.started,tToo_early.stopped,tToo_late.keys,tToo_late.corr,tToo_late.rt,tToo_late.started,tToo_late.stopped,you_done_goofed.started,you_done_goofed.stopped,Init_phase,Frequency,Level,Psychopy_Volume,Catch trial,probe.started,probe.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,too_late.keys,too_late.corr,too_late.started,too_late.stopped,Audiogram,participant,session,Language (english or french),Tone duration (ms),date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,127.3732985999668,None,567,40,0.006099267302654233,1.0149603667668998,None,['space'],1,[0.5016834000125527],129.40439019992482,130.40708189993165,None,1,128.3754921000218,129.40439019992482,['space'],0,[0.027459000004455447],130.40708189993165,None,131.44672519993037,None,,,,,,,,,,,,,,,,,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
1,0,1,0,,,,,,,234,40,0.019882976039061955,1.006995266652666,None,['space'],1,[0.4075400000438094],139.22747229994275,140.234272499918,None,1,138.24697759991977,139.26948140002787,None,1,,140.234272499918,None,141.28276319999713,None,,,,,,,,,,,,,,,,,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
2,0,2,0,,,,,,,2345,40,0.008245949202640053,1.0271263666218147,None,['space'],1,[0.45377599995117635],143.96445109997876,144.96511759993155,None,1,142.95073889999185,143.96445109997876,None,1,,144.96511759993155,None,145.98642839991953,None,,,,,,,,,,,,,,,,,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,0,0,0,0,151.13967720000073,None,,,,,,,,,,,,,,,,,,,,,,"{'x': [], 'y': [], 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",1000,60,0.0440524436504007,False,0.0065548000857234,None,['space'],1,[0.3769466000376269],152.2327943999553,153.24077659996692,None,1,153.24077659996692,None,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60]], 'y': [[1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",1000,40,0.004405244365040069,False,0.008177333394996822,0.20258913340512663,['space'],1,[0.22784180007874966],156.04696179996245,157.0456917999545,None,1,157.0456917999545,156.04696179996245,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40]], 'y': [[1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",1000,20,0.0004405244365040069,False,0.006964599946513772,None,['space'],1,[0.28555080003570765],158.7897405999247,159.80596459994558,None,1,159.80596459994558,158.7897405999247,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20]], 'y': [[1], [1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",1000,0,4.405244365040069e-05,False,0.008194899884983897,None,['space'],1,[0.6866993000730872],161.53974519995973,162.5453197999159,None,1,162.5453197999159,161.53974519995973,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0]], 'y': [[1], [1], [1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",1000,-20,4.405244365040069e-06,False,0.009046199964359403,None,None,0,,163.82729879999533,164.8382882999722,None,1,164.8382882999722,163.82729879999533,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20]], 'y': [[1], [1], [1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",1500,-10,1.527460556607758e-05,False,0.012056499836035073,None,None,0,,166.60741369996686,167.62968909996562,None,1,167.62968909996562,166.60741369996686,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10]], 'y': [[1], [1], [1], [1], [-1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.013727133278734982,None,None,0,,170.48499709996395,171.50120910000987,None,1,171.50120910000987,170.48499709996395,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10]], 'y': [[1], [1], [1], [1], [-1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",1500,10,0.0001527460556607757,False,0.006641900050453842,0.2065900000743568,['space'],1,[0.558857399970293],174.03603870002553,175.05375379999168,None,1,175.05375379999168,174.03603870002553,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",2000,-10,2.3657562948074015e-05,False,0.005053799948655069,None,None,0,,177.69368679996114,178.70652639993932,None,1,178.70652639993932,177.69368679996114,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",2000,10,0.00023657562948074026,False,0.007971600047312677,None,['space'],1,[0.3620967000024393],181.51233930001035,182.52868430002127,None,1,182.52868430002127,181.51233930001035,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",3000,-10,1.7336842522626584e-05,False,0.0072249999502673745,None,None,0,,184.04998429992702,185.07554200000595,None,1,185.07554200000595,184.04998429992702,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.014322033384814858,None,None,0,,187.05891100002918,188.06314490002114,None,1,188.06314490002114,187.05891100002918,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",3000,10,0.00017336842522626576,False,0.010326799936592579,None,None,0,,190.6851390999509,191.69217299995944,None,1,191.69217299995944,190.6851390999509,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",3000,30,0.001733684252262658,False,0.010291899903677404,None,['space'],1,[0.39077450009062886],194.0917111999588,195.1043698999565,None,1,195.1043698999565,194.0917111999588,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",4000,10,0.00026544222211549425,False,0.006000699941068888,None,None,0,,197.68015619996004,198.69516849995125,None,1,198.69516849995125,197.68015619996004,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",4000,30,0.0026544222211549416,False,0.010887599899433553,None,['space'],1,[0.40694469993468374],200.36315889994148,201.35809519991744,None,1,201.35809519991744,200.36315889994148,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.014496533432975411,None,None,0,,204.10429889999796,205.11206830001902,None,1,205.11206830001902,204.10429889999796,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",6000,10,0.00036641226656945183,False,0.016287666745483875,None,['space'],1,[0.4448510000947863],208.18247340002563,209.20601460000034,None,1,209.20601460000034,208.18247340002563,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",6000,-10,3.664122665694518e-05,False,0.005297799943946302,None,None,0,,211.11709479999263,212.1255034999922,None,1,212.1255034999922,211.11709479999263,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",8000,10,0.0005740768107484417,False,0.013581500039435923,None,['space'],1,[0.4558525000466034],214.92294179997407,215.92948529997375,None,1,215.92948529997375,214.92294179997407,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",8000,-10,5.740768107484415e-05,False,0.006881200009956956,None,None,0,,217.14872629998717,218.15537149994634,None,1,218.15537149994634,217.14872629998717,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",750,-10,1.2851978913844322e-05,False,0.011742499889805913,None,None,0,,219.45210799993947,220.4887814000249,None,1,220.4887814000249,219.45210799993947,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",750,10,0.00012851978913844324,False,0.012776199961081147,None,['space'],1,[0.5495460999663919],221.81996609992348,222.83555610000622,None,1,222.83555610000622,221.81996609992348,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10], [750, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",500,-10,2.259279721874613e-05,False,0.010557000059634447,None,None,0,,224.09123899997212,225.12794489995576,None,1,225.12794489995576,224.09123899997212,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10], [750, 10], [500, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.010812433320097625,None,None,0,,226.18205089995172,227.19875600002706,None,1,227.19875600002706,226.18205089995172,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10], [750, 10], [500, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",500,10,0.0002259279721874612,False,0.012051800033077598,None,['space'],1,[0.5497454999713227],229.19608149991836,230.21167210000567,None,1,230.21167210000567,229.19608149991836,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10], [750, 10], [500, -10], [500, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",250,-10,5.296268625886443e-05,False,0.012836899957619607,None,None,0,,231.89812849997543,232.92780850001145,None,1,232.92780850001145,231.89812849997543,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",250,10,0.0005296268625886444,False,0.010542499949224293,None,['space'],1,[0.3944571999600157],235.67169969994575,236.67489539994858,None,1,236.67489539994858,235.67169969994575,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",125,-10,0.0002285440948074376,False,0.008967699948698282,None,None,0,,238.5742008999223,239.60061570000835,None,1,239.60061570000835,238.5742008999223,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [3000, 30], [4000, 10], [4000, 30], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.013622633297927678,None,None,0,,241.1417703999905,242.1563024999341,None,1,242.1563024999341,241.1417703999905,,hoavur,001,fr,200,2022-05-04_14h45.03.677,Bayesian,2022.1.1,None,
