sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,1,0,1,0,,,,,,,,2.8632827324062093,none,638.0,-0.953746092168625,4.521543263199415e-05,0,27,[],0.02344626991543919,None,None,179.00325820001308,179.00325820001308,0.229982869932428,3.0932656023386373,179.2152015999891,179.00325820001308,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,2.0196666628211917,none,338.0,-5.27873410950379,5.045559456823236e-05,0,28,[],0.023583270027302206,None,['space'],182.10280009999406,182.10280009999406,0.23002147010993212,2.249688132931124,182.31309810001403,182.10280009999406,[-2.144222000031732],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,2.0595925226069975,none,301.0,3.1682444997961174,0.00016339083125220083,0,29,[],0.02265107014682144,None,None,184.35780929995235,184.35780929995235,0.22545817017089576,2.2850506927778933,184.57421659992542,184.35780929995235,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,1.5838022836077257,none,143.0,-1.1006296948952081,0.0004955269270932633,0,30,[],0.02341947006061673,None,None,186.65923899994232,186.65923899994232,0.23201777006033808,1.8158200536680638,186.87479939998593,186.65923899994232,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,1.067576260490563,none,1704.0,-0.6277386430677314,5.7162335133825306e-05,0,31,[],0.020178270060569048,None,['space'],188.4793006000109,188.4793006000109,0.224387270049192,1.291963530539755,188.69742929993663,188.4793006000109,[-1.3533720000414178],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,2.6942377269722955,none,,,,1,31,[],0.02248217014130205,None,None,189.79669559991453,189.79669559991453,0.22412057011388242,2.918358297086178,190.01867709995713,189.79669559991453,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,2.6130814730374885,none,568.0,-4.388771574005412,3.670513911586932e-05,0,32,[],0.024870670051313937,None,None,192.73235289996956,192.73235289996956,0.23154527007136494,2.8446267431088534,192.94675469992217,192.73235289996956,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,2.505721524820008,none,160.0,-3.7520753306935335,0.00026691085581642606,0,33,[],0.023439870099537075,None,['space'],195.58457099995576,195.58457099995576,0.2305828700773418,2.73630439489735,195.7948175999336,195.58457099995576,[-2.3945709000108764],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,1.060271911490561,none,1205.0,-1.6057966312296497,4.37440325051301e-05,0,34,[],0.022411870071664453,None,['space'],198.3227734999964,198.3227734999964,0.2245378700317815,1.2848097815223425,198.54272329993546,198.3227734999964,[-1.3804293998982757],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,10,0,10,0,,,,,,,,2.271014570131767,none,127.0,-0.012578440105587951,0.0007038941730789396,0,35,[],0.02304487011861056,None,['space'],199.63153689994942,199.63153689994942,0.22950047010090202,2.5005150402326692,199.8531702000182,199.63153689994942,[-0.7213387000374496],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,11,0,11,0,,,,,,,,2.0466703518405494,none,379.0,-8.0,3.264724102951903e-05,0,36,[],0.023088570102117956,None,['space'],202.15242299996316,202.15242299996316,0.2257778700441122,2.2724482218846616,202.3668865999207,202.15242299996316,[-2.0905059999786317],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
3,0,3,0,12,0,12,0,,,,,,,,2.1125149644445496,none,1518.0,4.25869102123948,8.135158591828562e-05,0,37,[],0.023178869974799454,None,None,204.44513020000886,204.44513020000886,0.23129096999764442,2.343805934442194,204.66290319990367,204.44513020000886,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,,209.9009148000041,None,1.2827239865608726,none,181.0,0.7431527097635295,0.00036453163398032963,0,38,[],0.02654907014220953,None,None,210.91865569993388,None,0.22600687015801668,1.5087308567188893,211.12859699991532,None,,206.79769599996507,None,"[0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.5648254764704,none,203.0,-1.0,0.00023133723956864972,0,39,[],0.016458970145322382,None,None,212.44245289999526,212.44245289999526,0.21494977013207972,1.7797752466024797,212.65467700001318,212.44245289999526,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,1.78065605035454,none,430.0,0.07876670401043273,7.570488567432291e-05,0,40,[],0.02329677005764097,None,['space'],214.25073229998816,214.25073229998816,0.229560170089826,2.010216220444366,214.461453899974,214.25073229998816,[-1.276467000017874],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,1.7683582026900637,none,228.0,0.16487410532104207,0.00021462036718987822,0,41,[],0.022984870010986924,None,['space'],216.2680396999931,216.2680396999931,0.22833307005930692,1.9966912727493706,216.47873869992327,216.2680396999931,[-1.4299570000730455],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,1.6481477918099832,none,683.0,-0.5500437336241479,4.3662532267523015e-05,0,42,[],0.0230892701074481,None,['space'],218.27648569992743,218.27648569992743,0.2279067700728774,1.8760545618828606,218.49678359995596,218.27648569992743,[-1.582734000054188],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,2.415105860913316,none,287.0,3.0426812026786196,0.00018209941195802083,0,43,[],0.017058370052836835,None,['space'],220.16568139998708,220.16568139998708,0.21652387001086026,2.631629730924176,220.3858977999771,220.16568139998708,[-1.3196745000313967],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,2.1958472381759426,none,,,,1,43,[],0.021691370056942105,None,['space'],222.83111049991567,222.83111049991567,0.225655070040375,2.4215023082163176,223.05195779993664,222.83111049991567,[-2.2898691999725997],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,2.3111753024449593,none,542.0,-0.6983394868624467,5.987958084056935e-05,0,44,[],0.020940269925631583,None,None,225.2684484999627,225.2684484999627,0.2196578698931262,2.5308331723380855,225.48729139997158,225.2684484999627,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,0.3333333333333333,229.38592949998565,None,1.1591046446977051,both,151.0,-6.3621243881092315,0.00023615296311550353,0,26,[],0.02662897005211562,None,None,230.39669620001223,None,0.23422707011923194,1.393331714816937,230.61420119996183,None,,227.82786849990953,None,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,1.1591046446977051,both,190.0,-7.543896700702415,0.00012665245340584213,0,27,[],0.01828256994485855,0.21453547000419348,None,231.79235249990597,231.79235249990597,0.21453547000419348,1.3736401147018986,232.0112672999967,231.79235249990597,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.1591046446977051,both,239.0,-3.350380305795946,0.00012853472499784109,0,28,[],0.019549170043319464,None,['space'],233.19295169995166,233.19295169995166,0.22373237006831914,1.3828370147660243,233.40823489998002,233.19295169995166,[-0.9071291000582278],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,1.1591046446977051,both,301.0,-5.840910457389009,5.791218278959512e-05,0,29,[],0.02216617006342858,None,None,234.59392559994012,234.59392559994012,0.226715570082888,1.3858202147805931,234.8106166999787,234.59392559994012,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,1.1591046446977051,both,379.0,-8.0,3.264724102951903e-05,0,30,[],0.022741770138964057,None,None,235.99437649990432,235.99437649990432,0.23044307006057352,1.3895477147582787,236.2105583999073,235.99437649990432,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.1591046446977051,both,478.0,-7.0684170697074835,3.2160977965761254e-05,0,31,[],0.022584770107641816,None,None,237.39158189995214,237.39158189995214,0.2272912700427696,1.3863959147404747,237.60185889992863,237.39158189995214,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,1.1591046446977051,both,,,,1,31,[],0.022864570026285946,None,None,238.79346279997844,238.79346279997844,0.2313500699819997,1.3904547146797048,239.01085189997684,238.79346279997844,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.1591046446977051,both,758.0,-6.007897364155802,2.01683601562469e-05,0,32,[],0.023692770046181977,None,None,240.19303119997494,240.19303119997494,0.22676677000708878,1.385871414704794,240.40467610000633,240.19303119997494,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.1591046446977051,both,955.0,-4.583886585161622,2.523364907321734e-05,0,33,[],0.02247277006972581,None,None,241.59440149995498,241.59440149995498,0.2319665701361373,1.3910712148338424,241.80910199997015,241.59440149995498,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,1.1591046446977051,both,1203.0,5.590144165262165,0.00010000574861026266,0,34,[],0.02230087004136294,None,None,242.99388829991221,242.99388829991221,0.228996769990772,1.3881014146884771,243.20718349993695,242.99388829991221,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
5,0,5,0,10,0,10,0,,,,,,,,1.1591046446977051,both,1516.0,3.6040885197256505,7.519009269129837e-05,0,35,[],0.02230387006420642,None,['space'],244.3953790999949,244.3953790999949,0.23345667007379234,1.3925613147714975,244.6092605999438,244.3953790999949,[-1.0453580000903457],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,0.3333333333333333,248.93793789995834,None,1.7934568983687538,both,274.0,3.958930715129732,0.00022408298567041555,0,36,[],0.02375757007393986,None,None,249.94694569997955,None,0.2339877700433135,2.027444668412067,250.16771680000238,None,,245.79194899997674,None,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,1.7934568983687538,both,345.0,3.911892945860563,0.0001425074834020574,0,37,[],0.02176917006727308,None,None,251.98858150001615,251.98858150001615,0.22754157008603215,2.0209984684547857,252.2034637000179,251.98858150001615,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,2,0,2,0,,,,,,,,1.7934568983687538,both,435.0,2.1622417416839683,9.589945889105108e-05,0,38,[],0.02210107014980167,None,None,254.03101109992713,254.03101109992713,0.22817027010023594,2.0216271684689895,254.25161839998327,254.03101109992713,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,3,0,3,0,,,,,,,,1.7934568983687538,both,548.0,3.892131445593798,0.00010011346300918215,0,39,[],0.01761037006508559,0.21413397009018809,['space'],256.06858769990504,256.06858769990504,0.21413397009018809,2.0075908684589416,256.2868086999515,256.06858769990504,[-1.5578257000306621],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,4,0,4,0,,,,,,,,1.7934568983687538,both,691.0,1.6328688965076106,5.529105543725111e-05,0,40,[],0.021798470057547092,None,['space'],258.11055420001503,258.11055420001503,0.22772067005280405,2.0211775684215576,258.3237940999679,258.11055420001503,[-1.6647548999171704],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,1.7934568983687538,both,871.0,1.8903127253451313,5.0204974603526784e-05,0,41,[],0.021849970100447536,None,['space'],260.14885729993694,260.14885729993694,0.2291940700961277,2.0226509684648812,260.3713065999327,260.14885729993694,[-1.5831142000388354],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,6,0,6,0,,,,,,,,1.7934568983687538,both,1097.0,4.082456810144028,7.697598600073988e-05,0,42,[],0.0218712700298056,None,['space'],262.1887586999219,262.1887586999219,0.22737227007746696,2.0208291684462205,262.4098353999434,262.1887586999219,[-1.6542245999444276],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,7,0,7,0,,,,,,,,1.7934568983687538,both,1382.0,5.728290662499934,9.907330879212416e-05,0,43,[],0.017273470060899854,None,['space'],264.2282167999074,264.2282167999074,0.21328457002528012,2.0067414683940337,264.4458694999339,264.2282167999074,[-1.718384200008586],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,8,0,8,0,,,,,,,,1.7934568983687538,both,1741.0,4.0,0.00010003390743958118,0,44,[],0.0217822699341923,None,['space'],266.2705966999056,266.2705966999056,0.23013726994395256,2.023594168312706,266.48772819992155,266.2705966999056,[-1.760836600093171],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,9,0,9,0,,,,,,,,1.7934568983687538,both,2194.0,3.2086875628005695,0.00011446640028255272,0,45,[],0.021797569934278727,None,['space'],268.310956900008,268.310956900008,0.22947966994252056,2.022936568311274,268.5330416999059,268.310956900008,[-1.7367170999059454],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,10,0,10,0,,,,,,,,1.7934568983687538,both,2764.0,-0.2286354763883458,6.768437569125228e-05,0,46,[],0.020705870119854808,None,['space'],270.3492072999943,270.3492072999943,0.2242739701177925,2.017730868486546,270.5703598000109,270.3492072999943,[-1.638800699962303],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,11,0,11,0,,,,,,,,1.7934568983687538,both,3482.0,3.095057220786981,0.00010688783410933014,0,47,[],0.014104369911365211,None,['space'],272.3930818999652,272.3930818999652,0.21104306995403022,2.0044999683227838,272.6095798999304,272.3930818999652,[-1.7236719999928027],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,12,0,12,0,,,,,,,,1.7934568983687538,both,,,,1,47,[],0.008183570113033056,None,['space'],274.44475789996795,274.44475789996795,0.2076968700857833,2.001153768454537,274.66038839996327,274.44475789996795,[-1.7676106999861076],,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
6,0,6,0,13,0,13,0,,,,,,,,1.7934568983687538,both,5527.0,1.5861318809665248,0.0001600208592910641,0,48,[],0.022611770080402493,None,None,276.487303199945,276.487303199945,0.22869687003549188,2.0221537684042454,276.70408809999935,276.487303199945,,,,,moiern,001,fr,0,2022-07-08_14h22.59.036,Continuous,2022.1.1,None,
,,,,,,,,,,,,,,,1.7934568983687538,both,6964.0,2.9276924097869528,0.00021031377807434362,0,49,[],,,,,,,,,,,,,,,,,,,,,,
