sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,23.301475999993272,None,71.07988179998938,None,"[0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334]",72.93547969998326,None,2.9641840984759282,none,637.0,-3.753662496719904,3.2812922621147786e-05,0,26,[],0.017475270084105432,None,None,73.96495409996714,None,0.22525297000538558,3.189437068481314,74.18478659994435,None,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,1,0,1,0,,,,,,,,2.1926172322444617,none,,,,1,26,[],0.022984970128163695,None,None,77.14493810001295,77.14493810001295,0.2263213701080531,2.418938602352515,77.3657155999681,77.14493810001295,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,2,0,2,0,,,,,,,,2.2684381927597874,none,179.0,-7.398512831634481,0.0001458826446080105,0,27,[],0.02447747008409351,None,None,79.55067339993548,79.55067339993548,0.22886397002730519,2.4973021627870926,79.76856909994967,79.55067339993548,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,3,0,3,0,,,,,,,,2.0374592873122017,none,127.0,-3.4549426850280778,0.00047357542515802067,0,28,[],0.023641269886866212,None,None,82.02797619998455,82.02797619998455,0.23077436990570277,2.2682336572179045,82.24436899996363,82.02797619998455,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,4,0,4,0,,,,,,,,2.152968971391984,none,253.0,-5.861636651675605,8.366958332505833e-05,0,29,[],0.02353807003237307,None,None,84.27554399997462,84.27554399997462,0.23068227001931518,2.3836512414112994,84.49462000001222,84.27554399997462,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,5,0,5,0,,,,,,,,2.035168502734055,none,1202.0,3.319974867150039,7.69432705629612e-05,0,30,[],0.023503169999457896,None,None,86.64574870001525,86.64574870001525,0.23117247002664953,2.2663409727607045,86.86510219995398,86.64574870001525,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,6,0,6,0,,,,,,,,1.7027470171484747,none,715.0,-1.3175626942998016,3.755868036357126e-05,0,31,[],0.023435770068317652,None,None,88.89684679999482,88.89684679999482,0.23169667006004602,1.9344436872085207,89.10923870000988,88.89684679999482,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,7,0,7,0,,,,,,,,1.3610383145048401,none,425.0,-4.911913487016146,4.2762822735294804e-05,0,32,[],0.02251396991778165,None,None,90.81374349992257,90.81374349992257,0.2289241700200364,1.5899624845248765,91.0303402999416,90.81374349992257,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,8,0,8,0,,,,,,,,2.806431116922984,none,1071.0,-1.1576467222193232,4.1154783942114924e-05,0,33,[],0.01989957003388554,0.21821716998238117,None,92.37856450001709,92.37856450001709,0.21821716998238117,3.0246482869053652,92.59811609995086,92.37856450001709,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,9,0,9,0,,,,,,,,1.796983805730471,none,142.0,-6.3124550667543895,0.0002762461351608624,0,34,[],0.021971070091240108,None,None,95.39790979993995,95.39790979993995,0.22330817009788007,2.020291975828351,95.61793259996921,95.39790979993995,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,10,0,10,0,,,,,,,,2.1640226282075488,none,379.0,-8.0,3.264724102951903e-05,0,35,[],0.0234210699563846,None,None,97.40992090001237,97.40992090001237,0.22761796996928751,2.3916405981768363,97.62089919997379,97.40992090001237,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
0,0,0,0,11,0,11,0,,,,,,,,1.0118245414931788,none,1801.0,-1.251418872215213,5.6993929311260596e-05,0,36,[],0.023140170029364526,None,None,99.78582479991019,99.78582479991019,0.22753927006851882,1.2393638115616976,100.00168629991822,99.78582479991019,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]",106.59619549999479,None,1.3510520231569327,time,301.0,-4.620834443577371,6.664594572256279e-05,0,26,[],0.024547769920900464,None,None,107.62735079997219,None,0.24091816996224225,1.591970193119175,107.84987199993338,None,101.01301669992972,None,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,1,0,1,0,,,,,,,,1.3510520231569327,time,179.0,0.5979409201873606,0.00036629105687020986,0,27,[],0.022830770001746714,None,None,109.18984939996153,109.18984939996153,0.23014196997974068,1.5811939931366734,109.40580830001272,109.18984939996153,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,2,0,2,0,,,,,,,,1.3510520231569327,time,568.0,-7.936123915625927,2.4398282600380562e-05,0,28,[],0.016354870167560875,None,None,110.75097890000325,110.75097890000325,0.21182687010150403,1.5628788932584368,110.96892159990966,110.75097890000325,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,3,0,3,0,,,,,,,,1.3510520231569327,time,,,,1,28,[],0.02310106996446848,None,None,112.3192058999557,112.3192058999557,0.2320534698665142,1.583105493023447,112.53174249990843,112.3192058999557,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,4,0,4,0,,,,,,,,1.3510520231569327,time,1072.0,1.9380708240514228,5.882911904061766e-05,0,29,[],0.0241011701291427,None,None,113.87871209997684,113.87871209997684,0.229336770134978,1.5803887932919107,114.08766889991239,113.87871209997684,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,5,0,5,0,,,,,,,,1.3510520231569327,time,1702.0,-5.286038372988558,3.3385373166616016e-05,0,30,[],0.015563269960694015,0.2112436699680984,None,115.44067769998219,115.44067769998219,0.2112436699680984,1.5622956931250311,115.65581969998311,115.44067769998219,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,6,0,6,0,,,,,,,,1.3510520231569327,time,142.0,-6.041741229933552,0.0002849914969677575,0,31,[],0.022880469914525747,None,None,117.00158249994274,117.00158249994274,0.23095786990597844,1.5820098930629112,117.21460900001694,117.00158249994274,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,7,0,7,0,,,,,,,,1.3510520231569327,time,201.0,-7.054946981515373,0.00011695136725426302,0,32,[],0.016739069833420217,None,None,118.5576401000144,118.5576401000144,0.2160944698844105,1.5671464930413432,118.7799035999924,118.5576401000144,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,8,0,8,0,,,,,,,,1.3510520231569327,time,1203.0,-0.4394995596184712,4.9950838042911875e-05,0,33,[],0.015711469925008714,None,None,120.13830220000818,120.13830220000818,0.22005886991973966,1.5711108930766724,120.34645820001606,120.13830220000818,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,9,0,9,0,,,,,,,,1.3510520231569327,time,127.0,-0.8006984453331816,0.0006428377462520476,0,34,[],0.022935669985599816,None,None,121.69720369996503,121.69720369996503,0.2281486700521782,1.579200693209111,121.91241849993821,121.69720369996503,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,10,0,10,0,,,,,,,,1.3510520231569327,time,851.0,-6.843678156755474,1.8108857338317466e-05,0,35,[],0.02034046989865601,None,None,123.26120189996436,123.26120189996436,0.2206437699496746,1.5716957931066073,123.48285589995794,123.26120189996436,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
1,0,1,0,11,0,11,0,,,,,,,,1.3510520231569327,time,379.0,-8.0,3.264724102951903e-05,0,36,[],0.01966936991084367,None,None,124.83001559996046,124.83001559996046,0.21822906995657831,1.569281093113511,125.05107159994077,124.83001559996046,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,0,0,0,0,,,,,,129.51438559999224,None,1.1645218256388976,both,190.0,-5.248366576659523,0.00016496435495872428,0,26,[],0.02444026991724968,None,None,130.52768569998443,None,0.24150567001197487,1.4060274956508725,130.74408609990496,None,126.40100519999396,None,0.3333333333333333,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,1,0,1,0,,,,,,,,1.1645218256388976,both,239.0,-0.13172403296102764,0.00018618868573265062,0,27,[],0.022080469992943108,None,None,131.9020615000045,131.9020615000045,0.22763966990169138,1.392161495540589,132.12304289999884,131.9020615000045,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,2,0,2,0,,,,,,,,1.1645218256388976,both,301.0,-0.22950819071162254,0.00011049434396622386,0,28,[],0.02214966993778944,None,None,133.2846726999851,133.2846726999851,0.2298588699195534,1.394380695558451,133.50052050000522,133.2846726999851,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,3,0,3,0,,,,,,,,1.1645218256388976,both,379.0,-8.0,3.264724102951903e-05,0,29,[],0.015368869993835688,None,None,134.66153519996442,134.66153519996442,0.21281656995415688,1.3773383955930545,134.87807759991847,134.66153519996442,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,4,0,4,0,,,,,,,,1.1645218256388976,both,478.0,-1.247552199359987,6.285972692429778e-05,0,30,[],0.019146170117892325,None,None,136.0423164999811,136.0423164999811,0.21815547009464353,1.3826772957335411,136.26167639996856,136.0423164999811,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,5,0,5,0,,,,,,,,1.1645218256388976,both,,,,1,30,[],0.022554769995622337,None,None,137.42403290001675,137.42403290001675,0.22946807008702308,1.3939898957259207,137.64064070000313,137.42403290001675,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,6,0,6,0,,,,,,,,1.1645218256388976,both,758.0,-0.775722084759578,3.6836584215757806e-05,0,31,[],0.023556369822472334,None,None,138.7990175000159,138.7990175000159,0.22623736993409693,1.3907591955729945,139.01649289997295,138.7990175000159,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,7,0,7,0,,,,,,,,1.1645218256388976,both,955.0,-7.071216835172555,1.8950189031481176e-05,0,32,[],0.015172470128163695,None,None,140.1845861999318,140.1845861999318,0.21258497005328536,1.377106795692183,140.39547240000684,140.1845861999318,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
2,0,2,0,8,0,8,0,,,,,,,,1.1645218256388976,both,1203.0,-0.9873490666040698,4.6897566034672064e-05,0,33,[],0.02229357010219246,None,None,141.56258419994265,141.56258419994265,0.22976967005524784,1.3942914956941455,141.78346740000416,141.56258419994265,,,,nfsmrp,001,fr,0,2022-06-21_16h17.30.072,Continuous,2022.1.1,35.23595759208557,
,,,,,,,,,,,,,,,1.1645218256388976,both,1516.0,-4.928461152197016,2.8153548181317914e-05,0,34,[],,,,,,,,,,,,,,,,,,,,,
