practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blank_txt.started,blank_txt.stopped,practice_frequency,practice_level,psychopy_volume,tProbe.started,tProbe.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_early.keys,tToo_early.corr,tToo_early.started,tToo_early.stopped,tToo_late.keys,tToo_late.corr,tToo_late.rt,tToo_late.started,tToo_late.stopped,you_done_goofed.started,you_done_goofed.stopped,tFeedback.rt,Init_phase,Frequency,Level,Psychopy_Volume,Catch trial,probe.started,probe.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,too_late.keys,too_late.corr,too_late.started,too_late.stopped,Audiogram,participant,session,Language (english or french),Tone duration (ms),date,expName,psychopyVersion,frameRate,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1500, 10], [1500, 30], [2000, 10], [2000, -10], [3000, 10], [3000, -10], [4000, 10], [4000, -10], [6000, 10], [6000, -10], [8000, 10], [8000, -10], [750, 10], [750, -10], [500, 10], [500, 30], [250, 10], [250, -10], [125, 10], [125, -10]], 'y': [[1], [1], [1], [-1], [-1], [1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [1], [1], [-1], [-1], [1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",176.7766952966369,0.0,0.0003500209769801159,False,0.014711233088746667,None,None,0,,200.91632520011626,201.93525430001318,None,1,201.93525430001318,200.91632520011626,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,353.5533905932738,8.0,0.0002225841099115047,False,0.012667866423726082,None,['space'],1,[0.41349339997395873],205.40126910014078,206.4063308001496,None,1,206.4063308001496,205.40126910014078,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,-10.0,5.740768107484415e-05,False,0.004761300282552838,None,['space'],1,[0.4425788000226021],209.22881030011922,210.23515000008047,None,1,210.23515000008047,209.22881030011922,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.015066933585330844,None,None,0,,212.87259909999557,213.87751760007814,None,1,213.87751760007814,212.87259909999557,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,535.8867312681471,10.0,0.00020822445587443392,False,0.013364800019189715,None,['space'],1,[0.4185902997851372],217.41180240013637,218.42841839999892,None,1,218.42841839999892,217.41180240013637,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,125.0,2.0,0.000909850429304992,False,0.006954100215807557,None,None,0,,222.4206022999715,223.4252610001713,None,1,223.4252610001713,222.4206022999715,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,2639.015821545789,0.0,7.725655650415703e-05,False,0.005204033339396119,None,None,0,,227.5665848001372,228.57029379997402,None,1,228.57029379997402,227.5665848001372,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,203.0630990890589,5.0,0.00046135863973359204,False,0.010244766715914011,None,['space'],1,[0.45730439969338477],232.4303514000494,233.44204250001349,None,1,233.44204250001349,232.4303514000494,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.011690733255818486,None,None,0,,235.9272396999877,236.93436389998533,None,1,236.93436389998533,235.9272396999877,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,4594.793419988137,1.0,0.0001401013622855946,False,0.011688133236020803,0.2065906331408769,['space'],1,[0.3445171997882426],239.58248049998656,240.58195230015554,None,1,240.58195230015554,239.58248049998656,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,1148.6983549970344,10.0,0.00015897423808843036,False,0.014968166826292872,None,['space'],1,[0.4054371998645365],244.06518519995734,245.07200830010697,None,1,245.07200830010697,244.06518519995734,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,307.7861033362292,0.0,0.00010626360360927124,False,0.01078323321416974,None,None,0,,247.4712426001206,248.48021770012565,None,1,248.48021770012565,247.4712426001206,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,757.8582832551998,3.0,5.690296941495141e-05,False,0.009951133280992508,None,None,0,,251.8813303001225,252.8997806000989,None,1,252.8997806000989,251.8813303001225,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.014149033697322011,None,None,0,,254.91409120010212,255.9315206001047,None,1,255.9315206001047,254.91409120010212,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,3482.202253184498,1.0,8.398389572004273e-05,False,0.010620266664773226,None,['space'],1,[0.41933439997956157],258.4353055001702,259.43745249998756,None,1,259.43745249998756,258.4353055001702,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,1515.7165665103996,10.0,0.00015694472252028552,False,0.008267866680398583,None,None,0,,262.1294007000979,263.13903079996817,None,1,263.13903079996817,262.1294007000979,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,5278.031643091578,-5.0,8.012985481154062e-05,False,0.005160466535016894,None,['space'],1,[0.3842865996994078],266.64652539999224,267.6445600001607,None,1,267.6445600001607,266.64652539999224,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,250.0,2.0,0.00021084825171429112,False,0.00924553326331079,None,['space'],1,[0.6490160999819636],270.7015109001659,271.7146860000212,None,1,271.7146860000212,270.7015109001659,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,125.0,6.0,0.0014420157515633036,False,0.015768366865813732,None,['space'],1,[0.6039613999892026],274.7151397000998,275.73932670010254,None,1,275.73932670010254,274.7151397000998,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.013548333197832108,None,None,0,,277.5458621000871,278.555955799995,None,1,278.555955799995,277.5458621000871,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,406.12619817811805,7.0,0.00017068310902242423,False,0.003305633319541812,0.19566563330590725,['space'],1,[0.49284829990938306],282.9700611999724,283.97813079995103,None,1,283.97813079995103,282.9700611999724,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,574.3491774985172,8.0,0.00015032685425488555,False,0.010693666758015752,None,['space'],1,[0.451385400025174],286.9311887000222,287.92635890003294,None,1,287.92635890003294,286.9311887000222,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,2462.2888266898335,4.0,0.00013481016779355918,False,0.013290266739204526,None,['space'],1,[0.4374731997959316],291.1211741999723,292.13091700011864,None,1,292.13091700011864,291.1211741999723,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0034316335804760456,None,None,0,,294.87491250014864,295.8690323000774,None,1,295.8690323000774,294.87491250014864,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,3732.1319661472303,-4.0,4.9995809299124594e-05,False,0.01636476651765406,None,['space'],1,[0.4742311998270452],299.3555567001458,300.36199530004524,None,1,300.36199530004524,299.3555567001458,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,6.0,8.78961806979346e-05,False,0.015125899808481336,None,['space'],1,[0.4513369998894632],304.30685660010204,305.3158462999854,None,1,305.3158462999854,304.30685660010204,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,3.0,0.000555318596464719,False,0.011416099965572357,None,None,0,,308.5920162999537,309.5962080999743,None,1,309.5962080999743,308.5920162999537,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,-13.0,4.064152580820497e-05,False,0.009293533395975828,0.20384203316643834,None,0,,313.4270962001756,314.4344458000269,None,1,314.4344458000269,313.4270962001756,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.008524400182068348,0.20469530019909143,None,0,,317.36940630013123,318.3894237000495,None,1,318.3894237000495,317.36940630013123,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,435.2752816480623,6.0,0.00014914969050511658,False,0.013405999867245555,None,['space'],1,[0.4154793999623507],322.6158184001688,323.6440117000602,None,1,323.6440117000602,322.6158184001688,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,4924.577653379667,-8.0,5.874332325816365e-05,False,0.014817966613918543,0.21294736652635038,None,0,,328.0756467001047,329.08048909995705,None,1,329.08048909995705,328.0756467001047,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,250.0,0.0,0.0001674827195789138,False,0.01269340026192367,None,None,0,,333.54503739997745,334.56909300014377,None,1,334.56909300014377,333.54503739997745,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.010500033386051655,None,None,0,,336.7917337999679,337.8047525000293,None,1,337.8047525000293,336.7917337999679,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,1866.0659830736151,9.0,0.00019380397740018202,False,0.003289399901404977,None,['space'],1,[0.48524289997294545],342.0347631999757,343.05455800006166,None,1,343.05455800006166,342.0347631999757,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,757.8582832551998,4.0,6.384618178815568e-05,False,0.011730366619303823,None,None,0,,347.6274727000855,348.650394000113,None,1,348.650394000113,347.6274727000855,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,3249.0095854249403,-4.0,4.464479880532507e-05,False,0.006479933392256498,None,['space'],1,[0.5368675999343395],351.9184965000022,352.9414373000618,None,1,352.9414373000618,351.9184965000022,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,5.0,0.0006991046927313053,False,0.015659700147807598,None,None,0,,356.689684699988,357.6959512999747,None,1,357.6959512999747,356.689684699988,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.011961933691054583,None,None,0,,360.59920520009473,361.6087668000255,None,1,361.6087668000255,360.59920520009473,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,353.5533905932738,2.0,0.0001115563142959358,False,0.012345799943432212,None,None,0,,366.03034000005573,367.032308800146,None,1,367.032308800146,366.03034000005573,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,2297.3967099940687,2.0,0.00010248188763469557,False,0.013111233478412032,None,['space'],1,[0.47028240002691746],371.5044054000173,372.5293398001231,None,1,372.5293398001231,371.5044054000173,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,125.0,4.0,0.0011454338263838868,False,0.002741733565926552,0.19549043360166252,None,0,,376.600296900142,377.61548519995995,None,1,377.61548519995995,376.600296900142,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,1148.6983549970344,7.0,0.00011254514168038452,False,0.013334199786186218,None,['space'],1,[0.5147855998948216],381.0283344001509,382.0516760000028,None,1,382.0516760000028,381.0283344001509,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.00822623330168426,None,None,0,,384.6233890999574,385.6395309001673,None,1,385.6395309001673,384.6233890999574,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,6062.8662660415985,-8.0,4.7308055034313446e-05,False,0.004127733409404755,None,None,0,,389.7340874001384,390.7471048999578,None,1,390.7471048999578,389.7340874001384,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,574.3491774985172,7.0,0.00013397894988136157,False,0.003926600096747279,0.19324240018613636,['space'],1,[0.6201221998780966],395.38679799996316,396.3965193000622,None,1,396.3965193000622,395.38679799996316,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,7.0,0.0008801206631839937,False,0.014095366932451725,None,None,0,,400.71202850015834,401.7175070999656,None,1,401.7175070999656,400.71202850015834,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,2639.015821545789,-3.0,5.4693453493152915e-05,False,0.006100633181631565,None,None,0,,405.9239726001397,406.9324737000279,None,1,406.9324737000279,405.9239726001397,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,-7.0,3.749471046662279e-05,False,0.004221966490149498,0.19618926639668643,['space'],1,[0.48663239972665906],411.632613300113,412.6386696000118,None,1,412.6386696000118,411.632613300113,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,9.0,0.0011080062683274646,False,0.013937233248725533,None,None,0,,417.3661142999772,418.3795616000425,None,1,418.3795616000425,417.3661142999772,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.000296066515147686,0.18379526631906629,None,0,,420.67573300004005,421.68064719997346,None,1,421.68064719997346,420.67573300004005,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,6498.0191708498805,-7.0,6.075361890547512e-05,False,0.001938666682690382,None,None,0,,426.06321090017445,427.0584517000243,None,1,427.0584517000243,426.06321090017445,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,466.5164957684038,5.0,0.0001300910904933496,False,0.010539166629314423,0.2058014664798975,None,0,,430.30925490008667,431.30358080007136,None,1,431.30358080007136,430.30925490008667,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,1866.0659830736151,7.0,0.0001539439712508311,False,0.005774533376097679,0.2017058334313333,['space'],1,[0.5099158999510109],435.04824430006556,436.0645580999553,None,1,436.0645580999553,435.04824430006556,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,870.5505632961246,4.0,6.398729178804854e-05,False,0.001097199972718954,0.19120320002548397,None,0,,440.19873820012435,441.21446819999255,None,1,441.21446819999255,440.19873820012435,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.013296633493155241,None,None,0,,442.3694545000326,443.3960180999711,None,1,443.3960180999711,442.3694545000326,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,307.7861033362292,3.0,0.00015010132972500563,False,0.006885933456942439,0.19970143353566527,None,0,,447.9595358001534,448.95534790004604,None,1,448.95534790004604,447.9595358001534,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,1319.5079107728945,8.0,0.00013258633578769888,False,0.013762433314695954,None,['space'],1,[0.374183899955824],453.3922860000748,454.40814059996046,None,1,454.40814059996046,453.3922860000748,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,217.63764082403114,4.0,0.00036593080929248566,False,0.007143766852095723,0.19989856681786478,None,0,,457.669319299981,458.6788030001335,None,1,458.6788030001335,457.669319299981,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,11.0,0.0013948972476246718,False,0.011998233385384083,None,['space'],1,[0.48576959990896285],461.952252499992,462.9599060001783,None,1,462.9599060001783,461.952252499992,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,-11.0,5.116464961403774e-05,False,0.01084659993648529,None,None,0,,466.15020140004344,467.1617819000967,None,1,467.1617819000967,466.15020140004344,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.013953233370557427,None,None,0,,469.5655672000721,470.59138720016927,None,1,470.59138720016927,469.5655672000721,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,6062.8662660415985,-4.0,7.497821437245907e-05,False,0.0030401998665183783,None,None,0,,474.4288782000076,475.4484872999601,None,1,475.4484872999601,474.4288782000076,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,125.0,6.0,0.0014420157515633036,False,0.010518166469410062,0.2069477664772421,None,0,,479.3311032000929,480.34233230003156,None,1,480.34233230003156,479.3311032000929,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,1866.0659830736151,5.0,0.00012228204293011823,False,0.004421633435413241,None,None,0,,484.51649109995924,485.5181709001772,None,1,485.5181709001772,484.51649109995924,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.01459183357656002,None,None,0,,486.8169136000797,487.8216341000516,None,1,487.8216341000516,486.8169136000797,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,659.7539553864473,7.0,0.00010870210106632774,False,0.000678633339703083,0.19168423325754702,['space'],1,[0.45124769979156554],491.5552018000744,492.56581489997916,None,1,492.56581489997916,491.5552018000744,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
,,,,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,3249.0095854249403,-6.0,3.546262422465457e-05,False,0.000381366815418005,0.19005446671508253,['space'],1,[0.7147758998908103],497.51551160006784,498.53268870012835,None,1,498.53268870012835,497.51551160006784,,rehvhf,001,fr,200,2022-05-11_10h53.05.814,Bayesian,2022.1.1,None,
